race,sex,age_cat,decile_score,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,length_of_stay,two_year_recid
0,0,2,1,1,-1.0,0,0,0,1,0
1,0,2,1,1,-11.0,1,0,0,0,0
0,0,1,5,6,0.0,0,0,1,0,0
1,1,1,4,6,-16.0,0,0,0,1,0
1,1,2,1,0,-1.0,0,0,0,0,0
1,1,1,2,0,0.0,1,1,0,2,1
0,1,1,2,1,-1.0,0,0,0,1,0
1,1,1,7,11,16.0,0,1,1,76,1
0,1,1,10,9,0.0,0,1,2,50,1
1,1,1,3,1,-22.0,0,0,0,0,0
0,1,2,1,8,0.0,0,1,0,-1,1
1,0,0,4,0,0.0,0,0,0,0,0
0,1,1,1,0,-1.0,0,0,0,0,0
0,1,0,9,8,-1.0,0,1,2,0,1
0,1,2,6,2,-1.0,1,0,1,28,0
0,1,1,5,5,-1.0,0,1,1,11,1
1,1,0,3,0,-1.0,0,1,0,7,1
0,1,0,8,0,-1.0,0,1,2,8,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,0,2,7,5,-1.0,1,1,1,20,1
1,1,1,6,9,-2.0,0,0,1,0,0
0,1,1,5,0,-1.0,0,0,1,0,0
1,1,2,4,3,0.0,0,1,0,15,1
0,1,2,9,12,-1.0,0,0,2,50,0
0,1,1,7,2,0.0,0,0,1,0,0
0,1,1,6,6,-1.0,0,0,1,1,0
0,1,2,7,8,-1.0,0,1,1,0,1
0,1,1,8,13,0.0,0,1,2,-1,1
1,1,1,6,9,-1.0,0,1,1,1,1
0,1,1,3,0,-1.0,0,0,0,1,0
0,1,1,7,8,-1.0,1,1,1,0,1
0,1,1,1,1,-1.0,0,0,0,1,0
0,1,1,1,0,0.0,1,0,0,0,0
1,1,2,1,0,-2.0,1,0,0,0,0
0,0,1,2,2,-1.0,0,0,0,1,0
1,0,1,6,7,-6.0,1,0,1,0,0
0,1,1,5,1,-1.0,0,1,1,19,1
1,0,2,1,0,0.0,1,1,0,2,1
0,1,1,5,8,-1.0,0,1,1,1,1
1,0,1,6,6,-1.0,0,1,1,8,1
0,0,0,7,2,-1.0,0,1,1,1,1
1,1,0,5,0,0.0,0,0,1,-1,0
1,1,2,2,2,-1.0,1,0,0,1,0
1,1,2,7,3,-1.0,0,1,1,36,1
0,1,0,2,0,-1.0,0,0,0,1,0
0,0,1,5,7,-1.0,0,1,1,1,1
1,1,0,2,0,-1.0,1,1,0,1,1
0,1,1,6,5,-1.0,1,0,1,1,0
0,1,0,5,1,-1.0,0,1,1,11,1
0,1,1,7,21,-1.0,0,1,1,1,1
0,1,0,10,13,-1.0,0,1,2,0,1
0,1,1,9,23,-1.0,0,1,2,1,1
0,1,1,10,11,-1.0,0,0,2,26,0
0,1,0,3,1,-1.0,0,0,0,1,0
0,1,1,7,24,-1.0,0,1,1,2,1
0,0,0,5,1,-1.0,0,0,1,0,0
0,1,2,3,19,-1.0,0,0,0,1,0
1,1,1,2,0,0.0,0,0,0,-1,0
1,1,2,1,0,0.0,1,0,0,91,0
0,1,1,2,0,-1.0,1,1,0,0,1
0,1,0,6,0,-1.0,0,1,1,1,1
0,1,1,7,6,-1.0,1,0,1,32,0
1,1,0,6,0,-1.0,1,1,1,2,1
1,1,2,1,1,-1.0,0,1,0,20,1
0,1,2,10,27,-9.0,1,0,2,9,0
0,0,1,2,0,0.0,1,0,0,0,0
1,1,2,1,1,-1.0,1,0,0,19,0
1,1,0,3,0,0.0,0,0,0,0,0
1,1,2,2,1,0.0,0,0,0,-1,0
0,1,1,8,24,-1.0,0,0,2,19,0
1,1,1,9,13,0.0,0,1,2,16,1
0,1,2,4,0,-1.0,0,0,0,4,0
0,1,1,6,1,-1.0,0,1,1,0,1
0,1,2,1,1,-1.0,1,0,0,2,0
1,0,2,2,8,-10.0,0,0,0,8,0
0,1,0,7,0,0.0,0,0,1,0,0
1,1,0,9,0,-2.0,0,1,2,0,1
1,0,1,10,2,-1.0,0,1,2,43,1
0,1,1,9,2,-1.0,1,1,2,1,0
1,1,1,6,1,0.0,1,0,1,14,0
0,1,2,9,14,23.0,0,1,2,142,1
1,1,1,2,0,-1.0,1,0,0,0,0
0,1,0,8,4,-27.0,0,1,2,26,1
0,0,1,5,2,0.0,0,1,1,0,1
1,0,1,6,4,0.0,0,1,1,5,1
1,1,0,7,2,0.0,0,1,1,13,0
1,0,1,6,1,-1.0,0,1,1,12,1
1,1,0,5,1,-1.0,0,1,1,1,1
0,0,1,1,0,0.0,1,0,0,0,0
1,1,2,1,1,-1.0,0,0,0,79,0
1,0,1,3,4,-30.0,0,0,0,13,0
0,1,0,7,3,-1.0,0,0,1,1,0
1,1,1,1,1,-21.0,0,0,0,21,0
0,1,0,6,3,-1.0,1,1,1,13,1
1,1,1,3,0,-5.0,1,1,0,4,1
0,0,1,5,3,-27.0,0,0,1,27,0
0,1,2,1,1,0.0,0,0,0,24,0
0,1,2,2,6,0.0,0,0,0,5,0
0,1,1,6,7,0.0,0,1,1,0,1
0,1,1,9,10,-1.0,0,0,2,7,0
1,0,2,1,0,0.0,1,0,0,0,0
0,1,1,3,0,-3.0,1,1,0,0,1
0,1,1,7,9,0.0,0,0,1,2,0
0,1,2,2,1,-1.0,0,0,0,162,0
0,0,1,2,1,0.0,1,1,0,-1,0
1,1,2,1,0,-1.0,0,0,0,0,0
1,1,1,4,6,-2.0,0,0,0,2,0
0,1,2,1,0,-1.0,0,0,0,1,0
0,1,1,9,27,-1.0,0,1,2,118,1
0,1,1,3,3,-1.0,0,0,0,12,0
0,1,1,9,7,-1.0,1,1,2,3,1
1,1,1,7,1,-1.0,0,1,1,32,1
0,1,1,2,8,-1.0,0,0,0,1,0
0,1,2,2,0,0.0,0,1,0,1,1
0,1,1,6,8,-1.0,0,1,1,40,0
1,1,2,1,4,0.0,0,0,0,7,0
0,1,2,9,15,-1.0,0,1,2,330,1
1,1,1,6,7,-1.0,0,1,1,18,1
1,1,1,8,7,-1.0,0,1,2,1,1
1,1,0,4,0,-2.0,1,0,0,1,0
0,1,1,2,0,0.0,1,0,0,0,0
1,1,1,1,0,0.0,0,0,0,0,0
1,1,1,3,1,-1.0,1,1,0,0,1
1,1,2,1,1,-1.0,0,0,0,0,0
0,0,1,1,0,0.0,0,0,0,-1,0
0,1,2,2,4,0.0,1,0,0,0,0
0,1,1,7,3,-23.0,1,0,1,1,0
0,1,0,3,0,-1.0,0,0,0,0,0
1,1,2,1,1,-1.0,0,0,0,0,0
1,1,1,3,2,-2.0,0,0,0,2,0
0,1,1,8,0,-1.0,0,1,2,60,1
1,1,0,5,0,-3.0,0,0,1,1,0
1,0,1,4,3,0.0,0,0,0,0,0
0,1,1,8,7,0.0,0,1,2,2,1
0,1,1,9,5,-1.0,0,1,2,2,1
0,1,0,2,1,-1.0,0,1,0,2,0
1,1,1,4,2,-27.0,0,1,0,0,1
1,1,0,5,2,-1.0,0,0,1,3,0
0,1,0,3,0,-1.0,1,0,0,1,0
1,0,1,2,0,-1.0,1,0,0,-1,0
0,1,1,8,0,-1.0,0,0,2,2,0
0,1,1,3,1,0.0,0,0,0,1,0
0,1,1,2,1,-1.0,0,0,0,2,0
1,1,2,1,0,-1.0,1,0,0,1,0
0,0,0,5,0,-2.0,0,0,1,0,0
1,1,2,1,0,0.0,1,0,0,-1,0
0,1,1,1,3,-1.0,0,1,0,33,1
0,0,1,2,2,-1.0,1,0,0,1,0
1,0,2,1,4,-1.0,0,1,0,0,1
0,1,2,1,0,0.0,1,0,0,-1,0
0,1,1,4,2,-1.0,0,0,0,0,0
1,0,2,1,0,-1.0,0,1,0,1,1
0,1,0,4,0,-1.0,0,0,0,1,0
0,1,2,7,3,0.0,0,0,1,-1,0
0,1,1,2,0,-1.0,0,1,0,12,1
0,1,1,6,5,-1.0,1,0,1,27,0
1,1,1,1,0,-1.0,0,1,0,0,1
1,1,1,2,4,0.0,1,0,0,2,0
1,1,1,5,5,-1.0,0,1,1,65,1
0,0,1,3,0,-1.0,0,1,0,1,1
0,1,0,4,1,-1.0,0,1,0,1,1
0,1,1,6,4,0.0,0,1,1,43,1
1,1,2,2,6,-1.0,0,1,0,1,1
0,1,2,7,23,-1.0,0,1,1,403,1
0,1,1,10,13,0.0,0,1,2,1,1
0,1,1,8,9,-1.0,0,1,2,2,1
1,1,1,7,0,0.0,0,0,1,1,0
1,1,2,1,1,0.0,1,1,0,0,1
1,1,1,1,0,-1.0,1,0,0,0,0
0,1,1,5,7,-1.0,1,0,1,0,0
0,1,1,7,5,-1.0,0,0,1,4,0
1,1,2,5,0,-1.0,1,0,1,10,0
0,1,1,9,5,-1.0,0,1,2,4,1
1,0,1,9,0,-1.0,1,0,2,4,0
0,1,1,2,0,-1.0,0,0,0,0,0
1,1,1,7,6,0.0,1,0,1,0,0
0,1,1,5,2,-1.0,0,0,1,0,0
0,1,0,7,3,-1.0,0,1,1,4,1
1,1,1,4,2,0.0,1,0,0,-1,0
0,0,1,2,0,0.0,1,0,0,-1,0
0,1,1,8,8,0.0,0,1,2,20,1
1,1,2,1,2,-4.0,1,1,0,0,1
1,1,1,1,3,-1.0,1,0,0,0,0
0,1,0,8,2,-1.0,1,1,2,2,1
0,0,2,7,14,-1.0,1,1,1,122,1
1,1,1,7,9,0.0,1,1,1,4,1
1,1,1,6,9,-1.0,1,0,1,32,0
0,1,1,3,1,0.0,1,0,0,0,0
1,1,2,1,0,-1.0,1,0,0,0,0
0,1,1,9,19,-17.0,1,1,2,17,1
0,1,1,4,1,0.0,0,1,0,15,0
0,0,1,5,0,-1.0,0,1,1,2,1
1,1,2,1,0,-1.0,0,0,0,6,0
1,1,1,4,0,-1.0,1,0,0,0,0
0,1,1,10,5,0.0,1,0,2,0,0
0,1,1,10,11,0.0,0,0,2,117,0
1,1,1,4,4,-1.0,1,1,0,1,1
0,1,1,2,0,-1.0,1,1,0,1,1
0,1,0,7,0,-1.0,1,0,1,0,0
1,1,1,1,0,0.0,1,0,0,0,0
0,1,1,4,10,-7.0,1,1,0,5,1
0,1,0,3,0,-1.0,0,0,0,1,0
1,1,1,3,5,-1.0,1,1,0,0,1
1,1,1,9,1,-1.0,0,0,2,1,0
0,1,0,10,0,0.0,0,1,2,1,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,0,1,4,3,0.0,0,0,0,25,0
1,1,0,3,1,0.0,0,1,0,0,1
0,0,0,7,0,0.0,1,1,1,0,1
0,1,2,1,4,-1.0,0,0,0,2,0
0,0,2,1,3,-18.0,1,0,0,18,0
1,1,0,5,3,0.0,1,0,1,0,0
0,1,0,3,0,-1.0,0,1,0,71,1
1,1,1,1,0,-1.0,1,0,0,0,0
1,1,2,7,10,-1.0,0,1,1,73,1
1,1,1,1,1,-27.0,0,1,0,0,1
1,1,0,8,0,0.0,1,1,2,3,1
0,1,1,8,0,0.0,0,0,2,1,0
0,1,1,9,19,-1.0,0,1,2,0,1
0,0,1,3,1,-1.0,1,1,0,0,1
0,1,1,6,6,-1.0,0,0,1,1,0
0,1,1,9,2,-1.0,0,0,2,274,0
1,1,1,8,11,0.0,0,1,2,1,1
0,1,1,1,0,-3.0,0,0,0,0,0
0,1,1,6,1,0.0,0,1,1,0,1
0,1,1,4,7,-23.0,0,1,0,0,1
0,1,0,4,2,-1.0,0,1,0,1,1
1,1,1,2,0,0.0,0,0,0,0,0
0,1,0,7,2,-1.0,1,1,1,12,1
0,1,0,9,0,-1.0,0,1,2,0,1
1,1,1,9,15,-1.0,0,1,2,70,1
0,1,1,2,2,0.0,1,1,0,-1,1
0,1,1,9,10,0.0,0,1,2,2,1
1,1,1,3,0,-2.0,1,0,0,0,0
1,1,2,3,8,-1.0,0,0,0,172,0
0,1,1,8,14,-1.0,0,1,2,2,1
0,1,1,8,13,-1.0,0,1,2,0,1
0,1,1,7,9,-1.0,0,1,1,24,1
0,1,1,1,0,-1.0,1,0,0,1,0
0,1,2,1,1,-1.0,0,0,0,60,0
0,1,1,8,4,-1.0,0,0,2,33,0
1,1,1,7,1,-1.0,0,1,1,30,1
1,0,1,3,0,-5.0,1,0,0,0,0
0,1,0,7,3,-1.0,1,0,1,6,0
0,1,1,9,6,0.0,0,1,2,18,1
1,1,1,1,0,-1.0,1,0,0,1,0
0,1,0,6,3,0.0,0,1,1,1,1
0,1,0,5,0,-1.0,0,0,1,3,0
1,1,1,4,0,-1.0,1,0,0,0,0
0,1,1,10,18,-1.0,1,0,2,17,0
0,1,1,9,1,-1.0,0,0,2,290,0
1,1,1,4,2,0.0,0,1,0,47,1
1,1,1,4,3,-4.0,1,1,0,2,0
0,1,2,7,5,0.0,1,0,1,4,0
0,1,0,3,0,0.0,0,1,0,0,1
0,1,1,5,7,-1.0,0,1,1,0,1
0,1,1,2,1,-1.0,1,0,0,1,0
1,1,0,3,0,0.0,0,0,0,3,0
0,1,1,10,10,-1.0,1,1,2,108,1
0,1,1,2,0,-3.0,0,0,0,1,0
0,1,1,2,2,0.0,0,0,0,0,0
0,1,1,8,8,0.0,0,1,2,0,1
0,1,1,3,1,-23.0,0,1,0,0,1
1,1,2,1,0,-3.0,1,0,0,0,0
0,1,1,4,1,-1.0,0,0,0,8,0
1,1,0,5,0,0.0,0,1,1,1,1
0,1,1,1,1,-2.0,0,0,0,2,0
0,0,0,6,6,-1.0,1,0,1,310,0
1,1,1,1,0,-7.0,0,0,0,2,0
1,1,1,3,1,-1.0,0,0,0,1,0
0,1,1,4,0,-1.0,0,0,0,7,0
0,1,0,3,0,-1.0,0,0,0,0,0
1,1,0,4,0,-1.0,0,0,0,0,0
0,1,1,2,1,0.0,1,0,0,1,0
1,1,2,5,9,0.0,1,0,1,4,0
0,1,1,7,2,0.0,1,0,1,0,0
0,1,1,5,0,0.0,0,1,1,0,1
0,1,1,1,1,-1.0,1,0,0,1,0
1,1,1,4,0,-1.0,0,0,0,28,0
1,1,0,2,1,-1.0,0,1,0,36,1
0,1,1,3,4,-1.0,1,1,0,1,1
1,1,2,1,3,0.0,1,1,0,1,1
0,1,2,1,0,-1.0,0,0,0,2,0
0,1,2,5,8,-1.0,0,1,1,99,1
0,1,1,5,5,-1.0,1,1,1,0,0
0,1,1,8,9,-28.0,0,0,2,25,0
0,1,2,9,5,-1.0,0,1,2,242,1
1,0,1,4,0,-1.0,0,0,0,1,0
0,1,2,3,5,-1.0,1,0,0,0,0
1,1,2,1,0,-1.0,0,1,0,0,1
1,1,2,1,2,-11.0,0,0,0,2,0
1,1,2,1,0,-1.0,1,0,0,0,0
0,1,2,3,4,-2.0,0,1,0,1,1
0,0,1,1,0,0.0,0,0,0,0,0
0,1,1,9,21,-1.0,0,1,2,64,1
0,1,1,4,1,0.0,0,0,0,1,0
0,1,1,8,8,-1.0,0,1,2,13,1
0,1,0,6,1,-1.0,0,0,1,7,0
1,1,2,1,0,0.0,1,0,0,0,0
0,1,0,7,1,0.0,0,1,1,0,1
1,1,2,1,1,-1.0,1,1,0,0,1
1,1,2,2,0,0.0,1,1,0,14,1
0,1,2,9,2,-1.0,0,0,2,0,0
0,0,1,8,11,-1.0,0,1,2,15,1
0,1,1,5,4,-1.0,1,0,1,29,0
0,1,1,9,14,-1.0,0,1,2,2,1
0,1,1,5,2,-1.0,0,0,1,0,0
0,1,2,1,5,-1.0,0,1,0,202,1
0,1,1,10,0,0.0,0,1,2,34,1
1,1,1,10,7,-1.0,0,1,2,1,1
0,1,1,4,8,-1.0,0,0,0,4,0
0,0,1,1,1,-1.0,1,0,0,1,0
1,1,1,4,4,-1.0,0,0,0,183,0
0,0,1,1,0,-1.0,1,0,0,1,0
1,1,1,1,1,-1.0,0,1,0,49,1
0,1,2,1,1,-22.0,0,0,0,2,0
1,1,1,3,0,-1.0,1,1,0,2,1
0,0,1,1,4,-1.0,1,0,0,1,0
0,1,1,4,4,-1.0,0,0,0,1,0
0,1,2,1,0,-1.0,1,0,0,1,0
0,1,1,2,2,-1.0,1,0,0,1,0
0,1,2,2,5,-13.0,0,0,0,12,0
0,1,1,3,0,0.0,0,0,0,1,0
0,1,1,7,4,-1.0,0,1,1,0,1
0,1,1,5,0,0.0,1,1,1,0,0
1,1,1,1,1,-1.0,1,0,0,2,0
0,0,1,4,1,-10.0,0,0,0,0,0
0,1,1,10,13,-1.0,1,1,2,-1,1
0,1,1,7,9,-1.0,0,0,1,0,0
1,1,1,2,1,-1.0,0,0,0,1,0
1,1,1,1,0,-1.0,0,0,0,116,0
1,0,1,2,1,-1.0,1,0,0,0,0
0,1,1,2,3,-1.0,0,1,0,0,0
0,0,2,4,7,-1.0,1,0,0,1,0
0,1,0,5,0,-1.0,0,0,1,50,0
0,1,1,7,2,-1.0,0,1,1,3,1
0,0,0,4,0,-1.0,1,0,0,0,0
0,1,1,6,1,0.0,0,0,1,1,0
1,0,0,5,1,-1.0,0,0,1,1,0
0,1,1,10,13,-1.0,1,1,2,0,1
0,1,2,1,0,-1.0,0,1,0,2,0
0,1,1,2,2,-1.0,0,0,0,0,0
1,1,2,1,0,0.0,1,0,0,-1,0
1,1,0,4,0,-1.0,1,1,0,0,1
0,1,1,8,0,-1.0,0,1,2,1,0
0,1,0,10,1,-1.0,0,1,2,15,1
0,1,0,6,3,-1.0,0,1,1,1,1
0,1,1,4,2,0.0,1,1,0,2,0
1,1,2,4,2,-1.0,1,1,0,3,0
0,1,2,2,1,-1.0,0,0,0,0,0
0,1,0,4,1,-1.0,1,1,0,0,1
1,0,1,1,0,-1.0,1,0,0,0,0
1,1,2,8,2,-1.0,1,1,2,4,0
0,1,1,6,11,-1.0,0,1,1,44,1
0,1,1,5,7,-1.0,0,1,1,0,1
1,0,1,8,7,-21.0,0,0,2,8,0
1,1,1,3,0,0.0,0,0,0,1,0
1,1,2,1,4,-11.0,0,0,0,5,0
1,1,0,4,0,-1.0,0,0,0,18,0
0,1,1,9,1,0.0,0,0,2,-1,0
1,1,1,2,0,-1.0,0,0,0,1,0
0,1,0,6,1,-1.0,0,1,1,6,1
1,1,1,7,7,-1.0,1,1,1,27,1
1,1,1,3,0,0.0,1,0,0,18,0
0,1,1,6,13,0.0,0,1,1,14,1
1,1,1,5,2,-1.0,0,1,1,7,1
1,1,0,2,0,-1.0,0,1,0,3,1
0,1,1,10,4,-1.0,0,1,2,86,1
1,1,2,1,0,-1.0,1,0,0,0,0
0,0,1,8,0,-1.0,1,1,2,6,1
1,1,2,1,1,-1.0,1,1,0,5,1
0,1,1,5,4,-1.0,0,0,1,0,0
1,1,0,8,5,-2.0,0,1,2,4,1
1,1,0,7,0,-1.0,0,1,1,2,1
0,1,1,5,2,-1.0,0,0,1,26,0
0,1,1,4,1,-1.0,0,1,0,1,1
0,1,0,3,0,0.0,0,0,0,-1,0
0,1,1,4,4,0.0,0,0,0,92,0
1,1,1,1,0,-3.0,1,0,0,0,0
0,1,1,1,1,0.0,0,1,0,1,1
1,0,0,8,0,-1.0,0,0,2,36,0
1,1,2,1,2,-1.0,1,0,0,1,0
0,1,1,6,9,-5.0,0,0,1,2,0
0,0,1,2,0,0.0,1,0,0,0,0
0,1,0,6,3,-1.0,0,1,1,128,0
0,1,1,7,0,-1.0,0,1,1,1,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,1,2,0,-1.0,0,0,0,0,0
1,1,2,9,9,-1.0,0,1,2,54,1
0,1,0,9,0,-1.0,0,1,2,0,1
0,1,1,8,4,-1.0,0,1,2,80,0
1,1,1,6,1,-1.0,0,1,1,69,1
1,1,1,5,2,-1.0,0,0,1,0,0
0,0,2,4,4,-1.0,0,0,0,0,0
0,0,2,1,0,-1.0,0,0,0,1,0
0,1,1,10,12,-1.0,0,1,2,5,1
1,1,1,1,0,0.0,1,0,0,-1,0
0,0,1,7,5,-1.0,0,0,1,0,0
0,1,0,7,2,-1.0,0,0,1,18,0
1,1,1,3,0,-1.0,1,0,0,0,0
1,1,1,6,1,-1.0,0,0,1,2,0
1,1,2,1,11,-13.0,0,1,0,12,1
1,1,2,1,2,-1.0,0,0,0,1,0
0,1,2,2,4,-26.0,1,1,0,7,0
0,1,2,6,21,0.0,0,1,1,85,1
1,0,2,1,1,-1.0,0,0,0,1,0
1,0,2,1,0,0.0,0,0,0,0,0
0,1,1,2,0,0.0,1,0,0,1,0
1,1,1,7,5,-3.0,1,1,1,0,1
0,1,0,10,1,0.0,0,1,2,59,1
0,1,1,10,26,-1.0,0,1,2,1,1
0,1,0,9,1,-1.0,0,1,2,49,1
0,1,0,6,0,-2.0,0,0,1,1,0
0,1,1,10,4,0.0,0,1,2,0,1
0,0,1,5,3,-1.0,0,1,1,1,1
1,1,1,4,3,-1.0,0,1,0,12,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,1,9,11,-1.0,0,1,2,0,1
0,1,2,5,5,0.0,0,1,1,2,1
0,1,1,4,18,-1.0,0,1,0,9,1
0,1,1,6,15,0.0,0,0,1,55,0
0,1,1,4,0,0.0,0,0,0,0,0
0,1,1,2,8,0.0,1,1,0,1,1
1,0,1,3,0,-4.0,0,0,0,0,0
1,1,1,5,6,-1.0,1,0,1,1,0
0,1,1,2,3,-1.0,0,1,0,1,1
0,0,1,2,0,-1.0,1,0,0,0,0
1,0,1,5,2,-25.0,0,1,1,11,1
0,1,1,2,3,-1.0,0,0,0,1,0
1,1,1,3,1,0.0,1,0,0,1,0
1,1,1,5,5,-1.0,0,1,1,1,1
1,1,2,1,1,-1.0,1,0,0,0,0
1,1,1,4,2,-1.0,0,0,0,0,0
1,1,2,1,0,-1.0,1,0,0,2,0
1,0,1,8,4,8.0,1,1,2,54,1
1,1,2,6,9,-1.0,0,0,1,1,0
1,0,1,2,0,-1.0,0,0,0,1,0
1,1,0,4,0,-1.0,0,0,0,2,0
0,1,0,4,0,-1.0,0,1,0,1,1
0,1,1,8,4,-1.0,1,1,2,15,1
1,1,2,1,0,0.0,1,0,0,0,0
0,1,1,10,4,-1.0,0,0,2,1,0
1,1,1,4,0,-5.0,1,1,0,1,1
0,1,1,10,3,0.0,0,1,2,33,1
0,1,2,1,1,-17.0,0,0,0,7,0
1,1,1,1,3,-1.0,0,1,0,1,1
0,1,1,8,14,-1.0,0,1,2,1,1
0,1,0,6,0,-2.0,1,0,1,0,0
1,1,2,1,0,-1.0,0,0,0,0,0
0,1,1,7,37,-1.0,1,1,1,30,1
0,1,0,6,2,0.0,0,0,1,237,0
0,1,1,1,0,0.0,1,1,0,1,1
0,1,1,7,2,0.0,0,1,1,192,1
1,0,1,3,2,-1.0,0,0,0,1,0
0,0,1,3,7,-1.0,0,1,0,2,1
0,1,1,3,0,-1.0,1,1,0,1,1
0,1,1,1,1,-14.0,0,0,0,13,0
0,0,1,4,3,-1.0,0,1,0,4,1
0,1,1,2,1,0.0,0,1,0,0,1
0,1,1,4,0,-1.0,0,0,0,1,0
0,1,1,1,1,-1.0,0,0,0,1,0
0,1,1,9,15,-1.0,0,1,2,2,1
0,1,2,7,6,-1.0,0,1,1,13,1
0,1,0,9,17,-1.0,0,1,2,130,1
0,1,0,9,1,-1.0,0,1,2,242,1
0,1,0,3,0,-1.0,0,0,0,0,0
0,0,2,4,1,-1.0,0,0,0,6,0
0,1,1,2,1,0.0,1,1,0,0,1
0,1,2,5,10,-1.0,0,1,1,9,1
1,1,0,8,1,-1.0,0,0,2,12,0
1,1,1,5,6,-10.0,0,1,1,1,1
0,1,2,1,1,1.0,1,1,0,70,1
1,1,2,1,0,0.0,1,0,0,0,0
0,0,1,8,9,-1.0,1,1,2,214,1
1,1,2,1,0,-1.0,1,0,0,1,0
0,1,1,6,10,-8.0,0,1,1,8,1
1,1,0,8,3,-1.0,0,1,2,127,1
0,1,2,5,0,-1.0,1,0,1,3,0
0,1,0,10,3,-1.0,0,1,2,0,1
0,1,1,10,13,-1.0,0,0,2,0,0
0,1,2,1,3,-22.0,1,1,0,20,1
0,1,1,4,5,-1.0,0,1,0,5,1
0,1,2,1,2,-5.0,0,0,0,3,0
1,1,0,8,0,-1.0,1,1,2,9,1
1,1,2,1,1,-2.0,1,0,0,1,0
1,0,0,3,0,-1.0,0,1,0,1,1
0,1,0,6,0,-1.0,1,0,1,2,0
0,1,2,3,1,-1.0,0,0,0,2,0
1,0,1,2,0,-1.0,0,0,0,1,0
1,1,1,2,0,-1.0,1,0,0,0,0
1,1,1,4,0,0.0,0,1,0,-1,1
0,1,1,5,2,0.0,0,1,1,-1,1
1,1,1,3,3,-1.0,0,0,0,1,0
0,1,1,2,3,-1.0,1,1,0,2,1
0,1,1,5,7,-1.0,0,1,1,10,1
0,1,1,2,1,0.0,0,0,0,0,0
1,1,1,5,0,0.0,0,1,1,40,1
1,0,1,2,2,-29.0,0,0,0,0,0
0,1,1,10,21,-14.0,0,1,2,2,1
1,0,1,1,0,-1.0,1,0,0,1,0
0,1,0,6,0,-1.0,0,1,1,3,1
0,0,1,2,0,0.0,1,0,0,0,0
0,1,1,10,25,18.0,0,1,2,40,1
1,0,0,6,0,-1.0,0,0,1,2,0
1,1,1,6,0,0.0,1,1,1,5,1
1,1,1,1,0,-1.0,0,0,0,0,0
1,1,2,7,0,-1.0,0,1,1,1,1
1,1,1,2,0,-1.0,0,1,0,1,1
1,1,1,3,1,-25.0,1,0,0,24,0
0,0,1,7,12,-2.0,0,1,1,0,1
0,1,1,1,3,-1.0,0,0,0,0,0
0,1,2,3,15,-1.0,0,1,0,0,1
0,1,1,3,9,-1.0,0,1,0,16,1
0,0,1,3,1,-1.0,0,0,0,4,0
0,1,0,8,1,0.0,1,1,2,0,0
0,1,2,1,1,-1.0,0,0,0,0,0
1,1,1,2,1,-1.0,1,0,0,0,0
0,1,0,6,3,-3.0,0,1,1,0,1
1,1,1,1,1,-1.0,1,1,0,1,1
1,1,1,3,1,-3.0,0,0,0,0,0
1,1,0,5,1,-1.0,0,1,1,21,1
0,1,0,2,1,-1.0,0,1,0,1,1
1,1,1,5,5,-1.0,0,0,1,0,0
0,1,1,8,6,-1.0,1,1,2,1,1
0,1,2,2,1,-1.0,1,0,0,0,0
0,0,1,4,2,-14.0,1,1,0,1,1
1,1,1,1,0,-1.0,1,0,0,2,0
0,1,2,7,22,-1.0,0,1,1,1,1
0,1,1,2,4,-1.0,0,1,0,2,1
1,1,1,1,2,-4.0,0,0,0,0,0
0,0,0,9,1,-1.0,0,0,2,3,0
0,1,0,7,3,0.0,0,0,1,1,0
0,1,1,2,2,-1.0,0,0,0,1,0
0,1,1,4,7,-1.0,0,1,0,54,1
0,0,1,10,14,0.0,0,1,2,5,1
1,1,1,6,2,0.0,1,0,1,1,0
0,1,0,10,6,0.0,0,1,2,1,1
0,1,1,4,2,-29.0,1,0,0,28,0
0,0,0,5,0,-1.0,0,0,1,0,0
1,1,0,3,0,0.0,0,0,0,0,0
0,1,1,7,5,-1.0,0,1,1,6,1
1,1,1,1,4,0.0,1,0,0,1,0
0,1,0,10,1,0.0,0,1,2,-1,1
1,1,2,1,1,-12.0,0,0,0,11,0
0,0,0,3,0,-1.0,0,0,0,0,0
1,0,1,3,2,-1.0,0,0,0,-1,0
1,1,1,10,8,-1.0,0,1,2,41,1
1,1,1,2,2,-1.0,0,0,0,0,0
1,1,1,2,0,0.0,0,1,0,3,1
0,1,0,2,1,-1.0,0,0,0,0,0
0,1,1,5,3,0.0,0,0,1,1,0
1,1,0,2,0,-4.0,0,1,0,1,0
1,1,0,6,0,-1.0,0,1,1,8,1
1,0,1,1,4,-2.0,0,1,0,1,1
0,1,0,2,1,-1.0,0,1,0,6,1
0,1,2,4,3,-1.0,0,0,0,0,0
0,1,1,7,7,-1.0,0,1,1,77,1
0,1,0,6,1,-26.0,0,1,1,16,1
1,1,1,3,0,0.0,1,0,0,13,0
1,1,2,1,3,-1.0,0,0,0,1,0
0,1,2,1,0,-1.0,0,0,0,0,0
0,1,2,7,17,-1.0,0,1,1,46,1
